"Client Nickname 1","Client Nickname 2","Classification","Client Name and Address - Standard","Phone Number 1","Phone Number 2","Phone Number 3","Phone Number 4","Email Address","CC Email Addresses","In Reference To","Master Client","Slips default to No Charge","Overhead only","Restrict slip entry","Bill Arrangement Fees","Hold Fees Description","Bill Arrangement Costs","Hold Costs Description","Bill Arrangement Bill","Hold Bill Description","Name","Round Fees","Use Full Precision","% Total Markup/Discount Value","Interest Annual Rate/Interest Rate Percent","Interest Type/Interest Grace Period","Last Bill Date","Finance Charge Type/Finance Charge","Finance Charge Description","Hold Type A/R Transactions","Payment Distrib: First Pay Invoice","Payment Distrib: Order of Charges","Payment Distrib: First Pay In Full","Payment Distrib: Require Manual","Invoice Number","Invoice Number Format","Discount Settings: Percent/Discount Settings: Days Due/Discount Settings: Applies To","Notes","Use Template","Mask for NN1","Mask for NN2","Next NN2 Code","Reference On Slip","Required",
"JCDe Burgh","JorjaCD","Open","0017 - Jorja C. De Burgh 4957 Reel Avenue Las Cruces, NM 88001-17 US","505-373-3676","","","","","","17-JCD","0","0","0","0","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","Exempt","0 Minutes","0.3333","0.000000","0.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Off","Oldest","Interest, Costs, Fees","Invoice","0","Use Global","","0.00%; 0 days due; applies to Fees","Jorja C. De Burgh","<none>","","","1","<none>","0"
"LJHenry","LindaJH","Open","0021 - Linda J. Henry 64 Comfort Court Madison, WI 53703-21 US","608-316-9259","","","","","","21-LJH","0","0","0","0","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","Exempt","0 Minutes","0.3333","0.000000","0.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Off","Oldest","Interest, Costs, Fees","Invoice","0","Use Global","","0.00%; 0 days due; applies to Fees","Linda J. Henry","<none>","","","1","<none>","0"
"MASargent","MatildaAS","Open","0005 - Matilda A. Sargent 3617 Newton Street Ogilvie, MN 56358-5 US","320-272-4462","","","","","","5-MAS","0","0","0","0","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","Exempt","0 Minutes","0.3333","0.000000","0.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Off","Oldest","Interest, Costs, Fees","Invoice","0","Use Global","","0.00%; 0 days due; applies to Fees","Matilda A. Sargent","<none>","","","1","<none>","0"
"MEBruce","MadelineEB","Open","0018 - Madeline E. Bruce 4480 Sugarfoot Lane Indianapolis, IN 46225-18 US","765-416-1970","","","","","","18-MEB","0","0","0","0","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","Exempt","0 Minutes","0.3333","0.000000","0.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Off","Oldest","Interest, Costs, Fees","Invoice","0","Use Global","","0.00%; 0 days due; applies to Fees","Madeline E. Bruce","<none>","","","1","<none>","0"
"NFFredricksen","NatalieFF","Open","0003 - Natalie F. Fredricksen 1220 Simpson Avenue Myerstown, PA 17067-3 US","717-866-0599","","","","","","3-NFF","0","0","0","0","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","Exempt","0 Minutes","0.3333","0.000000","0.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Off","Oldest","Interest, Costs, Fees","Invoice","0","Use Global","","0.00%; 0 days due; applies to Fees","Natalie F. Fredricksen","<none>","","","1","<none>","0"
"RAHyam","RoryAH","Open","0009 - Rory A. Hyam 17 Hidden Valley Road Chambersburg, PA 17201-9 US","717-261-3178","","","","","","9-RAH","0","0","0","0","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","Exempt","0 Minutes","0.3333","0.000000","0.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Off","Oldest","Interest, Costs, Fees","Invoice","0","Use Global","","0.00%; 0 days due; applies to Fees","Rory A. Hyam","<none>","","","1","<none>","0"
"SHBoxall","SofiaHB","Open","0006 - Sofia H. Boxall 3665 Saint Clair Street Jackson, MS 39201-6 US","662-543-8481","","","","","","6-SHB","0","0","0","0","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","Exempt","0 Minutes","0.3333","0.000000","0.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Off","Oldest","Interest, Costs, Fees","Invoice","0","Use Global","","0.00%; 0 days due; applies to Fees","Sofia H. Boxall","<none>","","","1","<none>","0"
"SLLeake","SarahLL","Open","0012 - Sarah L. Leake 2792 Coburn Hollow Road Princeville, IL 61559-12 US","309-385-6753","","","","","","12-SLL","0","0","0","0","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","Exempt","0 Minutes","0.3333","0.000000","0.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Off","Oldest","Interest, Costs, Fees","Invoice","0","Use Global","","0.00%; 0 days due; applies to Fees","Sarah L. Leake","<none>","","","1","<none>","0"
"SSTerry","ShanaST","Open","0001 - Shana S. Terry 4947 Spring Haven Trail Nutley, NJ 07110-1 US","973-661-3229","","","","","","1-SST","0","0","0","0","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","Exempt","0 Minutes","0.3333","0.000000","0.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Off","Oldest","Interest, Costs, Fees","Invoice","0","Use Global","","0.00%; 0 days due; applies to Fees","Shana S. Terry edit","<none>","","","1","<none>","0"
"TZWhinham","TylerZW","Open","0002 - Tyler Z. Whinham 3070 Gorby Lane Hattiesburg, MS 39402-2 US","601-241-5375","","","","","","2-TZW","0","0","0","0","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","Exempt","0 Minutes","0.3333","0.000000","0.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Off","Oldest","Interest, Costs, Fees","Invoice","0","Use Global","","0.00%; 0 days due; applies to Fees","Tyler Z. Whinham","<none>","","","1","<none>","0"
"WVReich","WilliamVR","Open","0014 - William V. Reich 3190 Parrill Court Whiting, IN 46394-14 US","219-473-2799","","","","","","14-WVR","0","0","0","0","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","Exempt","0 Minutes","0.3333","0.000000","0.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Off","Oldest","Interest, Costs, Fees","Invoice","0","Use Global","","0.00%; 0 days due; applies to Fees","William V. Reich","<none>","","","1","<none>","0"
